Time_abs/ps, Signal/nA
  1057.500,     8.745646
  1057.550,     8.716304
  1057.600,     8.685333
  1057.650,     8.650820
  1057.700,     8.619465
  1057.750,     8.584423
  1057.800,     8.544039
  1057.850,     8.501079
  1057.900,     8.458318
  1057.950,     8.411756
  1058.000,     8.359635
  1058.050,     8.306014
  1058.100,     8.251903
  1058.150,     8.194981
  1058.200,     8.136936
  1058.250,     8.083651
  1058.300,     8.028192
  1058.350,     7.975275
  1058.400,     7.920657
  1058.450,     7.868890
  1058.500,     7.816980
  1058.550,     7.764138
  1058.600,     7.710109
  1058.650,     7.656243
  1058.700,     7.603656
  1058.750,     7.549166
  1058.800,     7.498590
  1058.850,     7.450612
  1058.900,     7.402803
  1058.950,     7.362629
  1059.000,     7.321615
  1059.050,     7.284521
  1059.100,     7.252041
  1059.150,     7.219072
  1059.200,     7.190266
  1059.250,     7.158761
  1059.300,     7.133310
  1059.350,     7.103437
  1059.400,     7.080925
  1059.450,     7.058601
  1059.500,     7.033714
  1059.550,     7.018733
  1059.600,     7.000785
  1059.650,     6.986893
  1059.700,     6.979554
  1059.750,     6.972874
  1059.800,     6.968849
  1059.850,     6.969039
  1059.900,     6.972138
  1059.950,     6.978236
  1060.000,     6.985618
  1060.050,     6.990435
  1060.100,     6.992449
  1060.150,     6.999066
  1060.200,     7.002277
  1060.250,     7.004345
  1060.300,     7.007973
  1060.350,     7.010055
  1060.400,     7.013744
  1060.450,     7.020527
  1060.500,     7.027983
  1060.550,     7.036263
  1060.600,     7.047554
  1060.650,     7.052615
  1060.700,     7.067089
  1060.750,     7.072006
  1060.800,     7.081542
  1060.850,     7.085578
  1060.900,     7.090356
  1060.950,     7.095360
  1061.000,     7.098823
  1061.050,     7.100102
  1061.100,     7.098314
  1061.150,     7.092204
  1061.200,     7.090321
  1061.250,     7.078336
  1061.300,     7.061417
  1061.350,     7.044174
  1061.400,     7.026135
  1061.450,     7.000781
  1061.500,     6.978910
  1061.550,     6.954156
  1061.600,     6.926080
  1061.650,     6.898689
  1061.700,     6.867132
  1061.750,     6.833086
  1061.800,     6.802981
  1061.850,     6.768338
  1061.900,     6.738316
  1061.950,     6.708567
  1062.000,     6.683453
  1062.050,     6.658711
  1062.100,     6.637447
  1062.150,     6.619722
  1062.200,     6.606003
  1062.250,     6.598161
  1062.300,     6.590913
  1062.350,     6.588321
  1062.400,     6.585591
  1062.450,     6.586096
  1062.500,     6.590686
  1062.550,     6.595406
  1062.600,     6.603122
  1062.650,     6.614461
  1062.700,     6.628320
  1062.750,     6.641348
  1062.800,     6.660084
  1062.850,     6.678873
  1062.900,     6.699356
  1062.950,     6.718077
  1063.000,     6.734791
  1063.050,     6.752012
  1063.100,     6.764139
  1063.150,     6.772358
  1063.200,     6.780301
  1063.250,     6.783354
  1063.300,     6.784647
  1063.350,     6.781203
  1063.400,     6.778039
  1063.450,     6.774460
  1063.500,     6.768157
  1063.550,     6.766417
  1063.600,     6.762301
  1063.650,     6.756680
  1063.700,     6.755429
  1063.750,     6.756482
  1063.800,     6.757426
  1063.850,     6.762222
  1063.900,     6.772930
  1063.950,     6.779891
  1064.000,     6.792686
  1064.050,     6.807652
  1064.100,     6.825566
  1064.150,     6.846222
  1064.200,     6.869006
  1064.250,     6.895021
  1064.300,     6.924345
  1064.350,     6.955259
  1064.400,     6.993155
  1064.450,     7.030165
  1064.500,     7.072244
  1064.550,     7.121430
  1064.600,     7.165593
  1064.650,     7.217085
  1064.700,     7.271987
  1064.750,     7.320763
  1064.800,     7.378230
  1064.850,     7.428368
  1064.900,     7.479456
  1064.950,     7.530402
  1065.000,     7.579406
  1065.050,     7.628649
  1065.100,     7.677946
  1065.150,     7.729659
  1065.200,     7.780312
  1065.250,     7.836454
  1065.300,     7.892319
  1065.350,     7.949764
  1065.400,     8.007228
  1065.450,     8.064725
  1065.500,     8.118595
  1065.550,     8.164843
  1065.600,     8.207351
  1065.650,     8.243150
  1065.700,     8.268724
  1065.750,     8.290450
  1065.800,     8.300464
  1065.850,     8.306296
  1065.900,     8.302719
  1065.950,     8.297646
  1066.000,     8.286888
  1066.050,     8.275842
  1066.100,     8.262334
  1066.150,     8.250057
  1066.200,     8.240120
  1066.250,     8.230107
  1066.300,     8.223962
  1066.350,     8.212832
  1066.400,     8.205030
  1066.450,     8.191085
  1066.500,     8.175534
  1066.550,     8.155193
  1066.600,     8.131944
  1066.650,     8.105394
  1066.700,     8.079307
  1066.750,     8.053072
  1066.800,     8.027700
  1066.850,     8.007877
  1066.900,     7.990189
  1066.950,     7.977939
  1067.000,     7.970397
  1067.050,     7.961141
  1067.100,     7.955026
  1067.150,     7.947360
  1067.200,     7.938151
  1067.250,     7.926701
  1067.300,     7.911453
  1067.350,     7.888926
  1067.400,     7.871552
  1067.450,     7.846824
  1067.500,     7.822252
  1067.550,     7.797489
  1067.600,     7.766185
  1067.650,     7.742907
  1067.700,     7.711305
  1067.750,     7.680629
  1067.800,     7.648503
  1067.850,     7.611603
  1067.900,     7.573787
  1067.950,     7.535527
  1068.000,     7.489255
  1068.050,     7.443374
  1068.100,     7.395847
  1068.150,     7.350122
  1068.200,     7.301308
  1068.250,     7.252954
  1068.300,     7.201239
  1068.350,     7.151498
  1068.400,     7.104451
  1068.450,     7.053755
  1068.500,     7.004986
  1068.550,     6.953851
  1068.600,     6.905586
  1068.650,     6.857126
  1068.700,     6.804929
  1068.750,     6.759364
  1068.800,     6.707042
  1068.850,     6.658797
  1068.900,     6.605771
  1068.950,     6.560031
  1069.000,     6.508993
  1069.050,     6.467976
  1069.100,     6.419747
  1069.150,     6.377622
  1069.200,     6.334581
  1069.250,     6.296854
  1069.300,     6.260463
  1069.350,     6.223779
  1069.400,     6.188617
  1069.450,     6.151033
  1069.500,     6.115029
  1069.550,     6.075730
  1069.600,     6.042714
  1069.650,     6.001802
  1069.700,     5.964817
  1069.750,     5.921373
  1069.800,     5.884653
  1069.850,     5.843894
  1069.900,     5.806738
  1069.950,     5.766628
  1070.000,     5.728009
