Frequency [MHz], Amplitude Signal [a.u.], Phase Signal [rad],  Amplitude Ref [a.u.], Phase Ref [rad], 
-2.340000E+5, 3.933567E-2, -1.582377E+0, 4.348345E-6, 1.000000E-15
-2.330000E+5, 3.422825E-2, 7.329831E-1, 4.218123E-6, 1.000000E-15
-2.320000E+5, 5.820178E-2, 2.207947E-1, 4.137521E-6, 1.000000E-15
-2.310000E+5, 4.655503E-2, -6.811213E-1, 3.535135E-6, 1.000000E-15
-2.300000E+5, 7.150273E-2, -1.376021E+0, 1.928136E-6, 1.000000E-15
-2.290000E+5, 4.612623E-2, -2.438581E+0, 2.817381E-6, 1.000000E-15
-2.280000E+5, 4.458589E-2, -2.027826E+0, 2.853495E-6, 1.000000E-15
-2.270000E+5, 9.878654E-2, 1.846315E+0, 3.136900E-6, 1.000000E-15
-2.260000E+5, 9.737966E-2, 8.091066E-2, 3.720712E-6, 1.000000E-15
-2.250000E+5, 8.207522E-2, -1.439772E+0, 3.735254E-6, 1.000000E-15
-2.240000E+5, 1.050928E-1, -2.252950E+0, 3.075652E-6, 1.000000E-15
-2.230000E+5, 2.244333E-2, -1.164688E+0, 3.668874E-6, 1.000000E-15
-2.220000E+5, 9.360036E-2, -9.510831E-1, 3.770354E-6, 1.000000E-15
-2.210000E+5, 4.651716E-2, -2.836652E+0, 3.770354E-6, 1.000000E-15
-2.200000E+5, 1.946385E-2, 6.616387E-1, 3.322234E-6, 1.000000E-15
-2.190000E+5, 4.535496E-2, 3.020248E+0, 1.943006E-6, 1.000000E-15
-2.180000E+5, 8.253705E-2, 1.116559E+0, 3.245931E-6, 1.000000E-15
-2.170000E+5, 1.482410E-1, -1.727608E-1, 4.158943E-6, 1.000000E-15
-2.160000E+5, 9.400705E-2, -6.331707E-1, 4.159072E-6, 1.000000E-15
-2.150000E+5, 1.067117E-1, -6.400505E-1, 4.372428E-6, 1.000000E-15
-2.140000E+5, 5.386646E-2, -3.803482E-1, 3.942328E-6, 1.000000E-15
-2.130000E+5, 7.488462E-2, -6.707422E-2, 3.599885E-6, 1.000000E-15
-2.120000E+5, 4.358640E-2, 4.104450E-1, 2.374010E-6, 1.000000E-15
-2.110000E+5, 3.449105E-2, -1.162451E+0, 2.087820E-6, 1.000000E-15
-2.100000E+5, 6.828362E-2, -2.809012E+0, 3.161015E-6, 1.000000E-15
-2.090000E+5, 7.357348E-2, 1.589477E-1, 2.735364E-6, 1.000000E-15
-2.080000E+5, 7.820562E-2, -9.920932E-1, 3.244380E-6, 1.000000E-15
-2.070000E+5, 1.389701E-2, 2.535505E+0, 3.375967E-6, 1.000000E-15
-2.060000E+5, 4.941339E-2, 2.647232E+0, 4.109803E-6, 1.000000E-15
-2.050000E+5, 2.012894E-2, 8.142069E-1, 3.663451E-6, 1.000000E-15
-2.040000E+5, 3.961429E-2, 2.318104E+0, 4.153909E-6, 1.000000E-15
-2.030000E+5, 1.429488E-1, 7.961729E-1, 2.758825E-6, 1.000000E-15
-2.020000E+5, 4.917237E-2, -3.037949E-1, 2.027944E-6, 1.000000E-15
-2.010000E+5, 1.135706E-1, -1.642754E+0, 3.069631E-6, 1.000000E-15
-2.000000E+5, 1.095984E-1, -1.798439E+0, 4.055582E-6, 1.000000E-15
-1.990000E+5, 7.937393E-2, 3.059683E+0, 4.558317E-6, 1.000000E-15
-1.980000E+5, 7.022467E-2, 2.026812E+0, 4.425663E-6, 1.000000E-15
-1.970000E+5, 2.121559E-2, 2.561064E+0, 3.444405E-6, 1.000000E-15
-1.960000E+5, 4.472856E-2, -2.946552E+0, 3.530956E-6, 1.000000E-15
-1.950000E+5, 1.366514E-2, -2.054569E+0, 2.561651E-6, 1.000000E-15
-1.940000E+5, 7.078659E-2, -2.888873E+0, 2.211019E-6, 1.000000E-15
-1.930000E+5, 5.934927E-2, 9.978085E-1, 2.753230E-6, 1.000000E-15
-1.920000E+5, 1.029751E-1, -1.899504E+0, 3.373050E-6, 1.000000E-15
