Frequency [MHz], Amplitude Signal [a.u.], Phase Signal [rad],  Amplitude Ref [a.u.], Phase Ref [rad], 
-2.340000E+5, 2.603649E+0, -3.109388E+0, 3.416910E+0, 2.331195E+0
-2.330000E+5, 2.262084E+0, -8.113259E-2, 2.057688E+0, -1.150240E+0
-2.320000E+5, 1.856751E+0, 3.559168E-1, 2.043475E+0, -1.098359E+0
-2.310000E+5, 2.075401E+0, -1.134124E-1, 2.593193E+0, -1.510128E+0
-2.300000E+5, 2.702462E+0, -5.264071E-1, 2.665642E+0, -1.618403E+0
-2.290000E+5, 1.553537E+0, -8.237344E-1, 1.994326E+0, -2.572326E+0
-2.280000E+5, 1.388677E+0, -1.437444E+0, 1.451282E+0, -2.343400E+0
-2.270000E+5, 1.603804E+0, -1.073248E+0, 2.183325E+0, -2.104029E+0
-2.260000E+5, 2.788549E+0, -9.672756E-1, 2.634748E+0, -2.347642E+0
-2.250000E+5, 2.299781E+0, -1.998376E+0, 3.110713E+0, -3.049865E+0
-2.240000E+5, 1.681935E+0, -2.304837E+0, 1.530093E+0, 2.823382E+0
-2.230000E+5, 1.372049E+0, -1.524914E+0, 1.848258E+0, -2.784378E+0
-2.220000E+5, 1.727796E+0, -9.916132E-1, 1.851755E+0, -2.499601E+0
-2.210000E+5, 1.803298E+0, -1.542769E+0, 2.436183E+0, -2.751874E+0
-2.200000E+5, 1.735843E+0, -1.906136E+0, 1.657167E+0, -2.776435E+0
-2.190000E+5, 1.692529E+0, -1.075397E+0, 2.219803E+0, -2.128725E+0
-2.180000E+5, 2.092541E+0, -1.062870E+0, 2.661907E+0, -2.421542E+0
-2.170000E+5, 2.467882E+0, -1.892636E+0, 3.811435E+0, -2.849383E+0
-2.160000E+5, 1.901931E+0, -1.970925E+0, 2.307060E+0, -3.081850E+0
-2.150000E+5, 1.258552E+0, -2.229805E+0, 2.316495E+0, 2.717008E+0
-2.140000E+5, 1.024285E+0, -2.402000E+0, 1.794946E+0, 2.967164E+0
-2.130000E+5, 2.167802E+0, -1.863596E+0, 3.805979E+0, -2.990531E+0
